RedMean,RedMedian,GreenMean,GreenMedian,BlueMean,BlueMedian,Mean,Median,Maximum,Minimum,Std_Dev,Kurtosis,Skewness,IQR,Entropy,FFT_Mean,FFT_Median,FFT_Maximum,FFT_Minimum,Wave_Mean,Wave_Median,Wave_Maximum,Wave_Minimum,DCT
177,223,169,211,164,197,171,213,253,11,23,2,0,130,0,227,22,255,0,6,7,8,1,255
124,148,142,178,154,199,138,171,254,4,22,2,0,99,0,163,107,255,0,4,5,8,0,255
137,163,131,156,120,142,131,156,247,0,18,3,0,72,0,173,255,255,0,4,5,6,0,255
114,134,109,123,92,93,109,124,255,0,7,2,0,85,0,162,0,255,0,4,4,8,0,255
115,130,121,142,117,124,118,136,227,0,10,3,0,64,0,127,173,255,0,4,4,6,0,255
119,65,112,66,113,66,114,66,212,7,15,1,0,144,0,196,178,255,0,4,2,7,0,255
201,250,185,223,147,174,185,227,253,5,27,3,0,68,0,248,0,255,0,6,8,8,0,255
115,150,122,163,119,164,120,159,221,0,15,2,0,112,0,161,255,255,0,4,5,6,0,255
133,127,119,108,126,138,124,112,249,1,12,2,0,117,0,189,255,255,1,4,4,8,0,255
131,149,155,196,109,116,143,176,251,4,14,2,0,127,0,167,255,255,0,4,5,7,0,255
164,199,145,178,104,122,146,178,232,7,13,2,0,119,0,211,0,255,0,5,6,8,0,255
100,106,100,106,94,96,99,105,245,1,7,2,0,56,0,117,255,255,1,3,3,6,0,255
109,83,116,83,82,62,110,79,254,9,14,2,0,119,0,169,255,255,0,3,3,8,1,255
107,99,116,105,103,91,112,101,255,0,10,3,0,72,0,173,0,255,0,3,3,8,0,255
103,99,121,124,92,83,112,111,251,18,17,3,1,64,0,104,79,255,1,3,3,8,1,255
102,129,144,205,157,233,133,185,252,1,18,1,0,159,0,130,255,255,0,3,4,8,0,255
150,168,150,179,119,127,147,169,246,0,12,3,0,75,0,146,0,255,0,5,5,8,0,255
89,85,82,85,48,37,80,81,236,3,11,2,0,92,0,121,0,255,0,3,3,7,0,255
118,137,114,132,111,125,115,133,239,8,24,3,0,34,0,176,152,255,0,4,4,7,0,255
155,173,146,155,131,135,147,158,252,4,10,3,0,76,0,189,255,255,0,5,5,8,0,255
151,182,178,220,131,142,165,205,255,1,17,2,0,111,0,184,97,255,0,5,6,8,1,255
78,103,102,125,127,143,98,123,208,0,14,1,0,143,0,143,255,255,1,2,3,6,0,255
120,138,139,166,106,111,130,152,238,0,15,2,0,87,0,150,241,255,0,4,4,6,0,255
126,94,126,70,128,66,126,74,255,0,18,1,0,200,0,229,0,255,2,4,3,8,0,255
129,140,146,161,86,90,134,146,239,5,11,3,0,52,0,116,0,255,0,4,4,6,0,255
99,127,91,114,78,90,92,115,191,0,10,2,0,113,0,137,255,255,1,3,4,6,0,255
121,152,116,139,112,126,117,142,217,4,10,2,0,79,0,165,0,255,0,4,5,6,0,255
120,144,136,156,161,185,134,155,218,8,14,2,0,133,0,128,0,255,1,4,4,6,1,255
131,141,138,158,142,176,136,154,255,3,11,2,0,126,0,110,0,255,0,4,4,8,1,255
123,136,138,157,97,93,129,144,255,4,10,3,0,66,0,142,0,255,0,4,4,8,0,255
104,108,96,99,60,50,94,97,236,1,11,2,0,91,0,124,0,255,0,3,3,7,0,255
134,151,158,200,111,118,145,179,252,5,14,2,0,124,0,150,255,255,0,4,5,7,0,255
113,118,118,124,118,122,117,122,255,0,6,2,0,85,0,183,234,255,0,4,4,8,0,255
94,81,99,95,96,73,97,89,255,0,13,2,0,104,0,97,0,255,1,3,3,7,0,255
150,180,131,157,84,86,132,157,253,0,17,2,0,103,0,189,0,255,0,5,6,8,0,255
129,148,135,158,87,96,128,147,255,0,13,2,0,103,0,168,0,255,0,4,5,8,0,255
184,216,165,194,131,135,167,199,250,6,17,3,0,90,0,183,134,255,0,6,7,8,0,255
117,134,102,116,87,88,105,118,255,0,16,1,0,137,0,182,19,255,0,4,4,7,0,255
151,186,141,169,119,139,141,171,248,0,12,3,0,76,0,151,0,255,1,5,6,8,0,255
139,170,152,189,95,104,141,173,252,0,14,2,0,85,0,194,0,255,1,4,5,8,0,255
145,166,142,181,146,189,143,178,209,3,18,2,0,99,0,157,255,255,0,5,5,7,0,255
118,110,125,124,132,133,124,121,255,1,15,3,0,70,0,221,71,255,1,4,3,8,0,255
98,120,99,114,110,114,100,116,212,1,7,2,0,114,0,91,0,255,0,3,4,6,0,255
70,89,90,115,110,136,86,109,190,0,11,1,0,123,0,86,132,255,0,2,3,5,0,255
153,180,147,171,143,164,148,173,223,20,15,2,0,87,0,187,0,255,0,5,6,7,1,255
95,113,88,101,75,81,89,102,255,4,9,2,0,105,0,161,255,255,0,3,4,8,0,255
144,179,160,204,170,211,156,198,248,0,16,2,0,109,0,179,0,255,1,5,6,7,0,255
72,94,92,119,109,128,88,113,254,0,9,1,0,118,0,87,0,255,1,2,3,6,0,255
103,69,108,84,93,75,105,77,255,11,16,2,0,108,0,185,0,255,0,3,2,8,0,255
94,98,116,123,67,64,104,110,255,8,8,2,0,83,0,83,255,255,0,3,3,6,0,255
132,149,143,161,108,105,136,152,254,13,10,2,0,103,0,176,214,255,0,4,5,8,1,255
92,66,92,66,62,41,89,62,254,8,13,3,1,89,0,37,0,255,1,3,2,8,0,255
105,31,105,31,105,31,105,31,255,0,30,2,1,236,0,255,0,255,0,3,1,8,0,255
109,48,106,47,97,40,106,46,252,2,14,2,0,151,0,122,0,255,0,3,2,7,0,255
80,76,91,93,60,56,84,84,237,4,9,5,1,38,0,99,0,255,0,3,2,7,0,255
144,176,182,220,214,255,174,211,242,9,30,3,0,38,0,176,0,255,0,5,6,6,0,255
109,119,98,102,66,61,98,102,250,12,8,2,0,98,0,171,147,255,0,3,4,7,0,255
104,130,139,186,175,241,133,176,254,1,22,2,0,114,0,128,0,255,0,3,4,8,0,255
122,124,125,127,89,85,120,122,255,4,6,2,0,80,0,194,255,255,0,4,4,7,0,255
170,193,193,225,206,250,188,218,254,43,18,2,0,112,0,216,143,255,0,5,6,8,1,255
98,112,115,135,134,162,112,132,219,0,18,4,0,14,0,107,0,255,0,3,4,6,0,255
84,97,119,150,150,196,112,141,242,1,17,3,0,70,0,93,225,255,1,3,3,7,0,255
112,119,102,112,58,54,100,108,230,0,11,2,0,89,0,144,85,255,0,4,4,7,0,255
110,108,105,108,101,104,106,108,255,0,7,3,0,74,0,134,0,255,1,3,3,8,0,255
117,112,113,108,112,110,114,109,246,20,8,3,0,43,0,123,219,255,0,4,4,6,1,255
151,183,153,182,157,180,153,182,255,0,21,2,0,89,0,215,145,255,0,5,6,7,0,255
118,137,136,164,165,204,134,160,251,1,18,3,0,20,0,125,0,255,0,4,4,6,0,255
137,152,130,142,118,116,131,142,255,0,13,2,0,97,0,197,255,255,0,4,5,8,0,255
125,183,140,203,172,252,139,203,255,6,28,1,0,172,0,182,198,255,0,4,6,7,0,255
116,118,112,113,107,106,113,113,255,0,9,2,0,104,0,199,255,255,0,4,4,8,0,255
141,143,138,141,131,135,138,141,255,5,14,4,0,39,0,178,0,255,0,4,4,8,0,255
143,108,142,106,115,100,139,106,251,5,17,1,0,168,0,240,0,255,1,4,4,8,0,255
81,83,79,84,64,60,78,82,226,3,6,3,0,46,0,73,0,255,0,3,3,6,0,255
112,27,118,27,102,38,115,27,249,0,19,1,0,206,0,198,0,255,0,4,2,8,0,255
169,167,149,162,140,153,154,164,254,2,12,2,0,97,0,163,0,255,1,5,5,8,0,255
88,105,113,137,139,173,109,132,255,0,17,3,0,67,0,117,255,255,0,3,3,8,0,255
