RedMean,RedMedian,GreenMean,GreenMedian,BlueMean,BlueMedian,Mean,Median,Maximum,Minimum,Std_Dev,Kurtosis,Skewness,IQR,Entropy,FFT_Mean,FFT_Median,FFT_Maximum,FFT_Minimum,Wave_Mean,Wave_Median,Wave_Maximum,Wave_Minimum,DCT
98,96,122,122,74,63,109,110,254,8,10,3,1,56,0,181,29,255,0,3,3,8,0,255
112,114,109,111,26,9,101,103,216,3,9,3,0,33,0,134,49,255,1,4,4,8,1,255
62,51,72,64,40,26,65,55,245,5,9,5,1,46,0,30,187,255,0,2,2,8,0,255
59,53,94,82,48,40,78,74,255,2,10,3,1,67,0,57,0,255,1,2,2,8,0,255
115,127,138,141,77,78,124,130,255,1,8,3,0,53,0,133,35,255,0,4,4,8,0,255
76,66,94,81,44,24,83,74,255,4,10,6,2,42,0,68,188,255,0,2,2,8,0,255
104,111,125,136,79,86,114,123,226,9,5,3,0,43,0,116,0,255,0,3,3,8,1,255
106,105,132,124,67,58,117,108,255,0,9,5,1,39,0,108,0,255,0,3,3,8,1,255
138,133,143,158,102,81,137,136,212,16,4,2,0,89,0,184,255,255,0,4,4,8,1,255
78,62,99,80,58,48,88,75,234,6,9,2,1,83,0,77,0,255,0,2,2,7,0,255
84,65,102,75,54,43,91,72,231,2,10,2,0,97,0,35,255,255,0,3,2,6,0,255
107,109,133,137,69,54,118,117,227,5,5,3,0,45,0,131,178,255,1,3,3,7,1,255
87,75,91,69,31,22,83,67,249,0,14,3,1,58,0,94,0,255,0,3,2,8,0,255
127,123,126,108,63,46,119,107,255,0,12,3,1,81,0,40,71,255,0,4,4,8,0,255
108,102,103,99,75,66,101,96,253,0,6,3,0,68,0,101,53,255,1,3,3,8,0,255
147,145,146,158,83,65,139,140,245,10,5,2,0,87,0,211,0,255,0,5,4,7,1,255
86,70,99,85,48,32,89,75,248,0,9,3,1,66,0,104,0,255,0,3,2,7,0,255
173,175,186,182,118,107,174,166,255,7,12,2,0,121,0,171,71,255,0,5,5,8,0,255
111,111,132,125,88,65,121,108,210,19,5,2,0,98,0,161,0,255,1,3,3,6,1,255
119,119,124,125,93,72,119,121,254,12,7,2,0,93,0,139,0,255,1,4,4,8,1,255
106,108,119,112,53,42,108,103,249,11,13,4,1,49,0,62,0,255,0,3,3,8,1,255
119,115,118,113,55,47,111,104,252,0,14,3,0,62,0,79,0,255,0,4,4,8,0,255
99,96,105,101,30,13,95,94,228,4,9,2,0,84,0,92,0,255,1,3,3,7,0,255
67,59,109,88,66,66,91,77,239,0,9,5,1,34,0,56,255,255,0,2,2,8,0,255
105,94,120,114,70,38,110,100,246,1,10,2,0,93,0,190,209,255,0,3,3,8,0,255
142,145,139,146,89,102,134,142,255,18,5,2,0,57,0,177,0,255,0,4,5,8,1,255
134,162,150,159,110,119,141,159,255,1,13,3,0,56,0,165,0,255,0,4,5,8,0,255
80,79,119,121,74,67,102,102,254,6,11,3,1,51,0,109,0,255,1,2,3,8,0,255
90,81,114,128,74,71,102,108,255,0,8,3,0,51,0,76,0,255,0,3,3,8,0,255
110,113,126,126,85,79,117,115,254,5,5,4,0,39,0,139,115,255,0,3,4,8,1,255
117,118,136,135,53,43,121,122,246,4,10,5,0,26,0,125,0,255,0,4,4,8,1,255
100,78,119,116,72,35,108,89,254,0,10,3,1,79,0,197,155,255,0,3,2,8,0,255
138,148,126,130,45,20,121,127,250,4,9,4,0,34,0,141,140,255,0,4,5,8,1,255
112,100,137,138,52,41,120,114,255,2,8,3,1,51,0,186,0,255,0,4,3,8,0,255
130,130,153,158,108,128,141,149,255,2,11,5,0,19,0,127,0,255,0,4,4,8,0,255
55,46,91,87,31,17,74,67,238,0,9,4,1,33,0,43,37,255,0,2,1,6,0,255
133,141,151,147,68,52,136,132,239,9,7,2,0,71,0,183,175,255,1,4,4,8,0,255
133,126,147,147,72,71,134,133,252,9,7,3,0,50,0,123,140,255,0,4,4,8,1,255
111,109,124,116,74,27,114,98,255,10,9,3,1,71,0,46,0,255,0,3,3,8,0,255
111,104,122,121,81,69,114,109,192,1,4,3,0,51,0,141,0,255,0,3,3,6,0,255
116,125,151,152,96,85,134,132,254,16,7,3,0,50,0,130,143,255,0,4,4,8,0,255
101,117,123,114,90,105,113,114,225,2,10,5,0,17,0,120,109,255,1,3,4,6,0,255
92,84,131,131,88,76,114,126,253,1,7,2,0,81,0,128,0,255,0,3,3,7,0,255
80,64,103,112,83,64,94,103,235,10,6,3,0,35,0,70,128,255,0,3,2,8,0,255
139,165,160,165,62,21,143,140,239,2,14,2,0,76,0,171,0,255,1,4,5,8,0,255
89,74,94,89,30,12,85,77,239,1,9,2,0,101,0,47,0,255,0,3,2,8,0,255
91,102,131,134,71,83,112,115,246,5,9,5,0,31,0,106,0,255,1,3,3,8,0,255
119,111,127,118,56,45,117,109,217,18,8,3,0,48,0,86,103,255,0,4,3,8,1,255
74,56,122,126,45,35,99,94,219,2,10,3,1,59,0,48,68,255,0,2,2,8,0,255
154,153,145,145,74,64,140,136,247,24,9,3,0,50,0,128,150,255,1,5,5,8,1,255
114,96,112,105,63,47,107,96,255,12,11,2,1,82,0,93,0,255,1,4,3,8,1,255
89,82,99,97,63,46,92,87,248,4,10,3,1,74,0,115,33,255,0,3,3,7,0,255
117,130,125,132,31,13,112,118,255,0,7,3,0,54,0,219,0,255,0,4,4,8,0,255
73,72,90,130,36,10,79,115,250,0,12,2,0,133,0,123,0,255,0,2,2,8,0,255
95,89,106,92,58,50,97,87,255,1,12,4,1,37,0,91,255,255,0,3,3,7,0,255
52,46,55,20,31,2,52,27,221,5,11,4,1,56,0,22,0,255,0,2,1,6,0,255
142,127,163,156,111,77,151,136,255,39,9,2,1,79,0,255,255,255,0,4,4,8,1,255
125,123,143,148,50,43,127,129,250,13,8,4,0,41,0,161,163,255,0,4,4,8,0,255
138,122,143,134,81,62,134,118,250,2,7,2,0,93,0,106,22,255,0,4,4,8,1,255
115,114,131,128,72,68,120,115,251,3,9,3,1,41,0,120,104,255,0,4,4,8,0,255
130,159,136,163,109,153,131,163,255,22,14,2,0,90,0,147,0,255,1,4,5,7,0,255
92,75,125,116,58,32,107,92,255,0,12,3,1,67,0,79,0,255,0,3,2,8,0,255
77,74,125,125,62,59,103,100,254,1,8,4,1,38,0,86,0,255,0,2,2,7,0,255
87,80,117,112,56,36,101,93,255,1,10,3,1,73,0,65,0,255,0,3,3,8,0,255
86,86,118,112,67,64,103,100,251,1,8,5,1,34,0,88,21,255,0,3,3,7,0,255
117,126,127,123,91,101,120,119,239,7,4,7,0,18,0,149,0,255,0,4,4,6,0,255
119,127,134,140,61,27,121,126,254,2,8,2,0,67,0,137,120,255,0,4,4,8,0,255
96,101,120,121,82,100,109,112,248,0,6,5,0,22,0,99,71,255,0,3,3,7,0,255
89,70,113,102,74,65,101,91,226,32,4,2,1,72,0,60,0,255,1,3,2,8,1,255
102,93,120,117,74,54,109,104,234,27,10,3,1,54,0,147,144,255,0,3,3,7,1,255
97,93,130,133,47,24,111,115,255,19,13,4,1,59,0,81,122,255,0,3,3,8,0,255
126,117,132,127,51,37,121,116,253,5,12,3,1,47,0,106,245,255,0,4,4,8,2,255
99,92,138,133,72,64,119,117,255,26,10,2,1,80,0,103,128,255,1,3,3,8,1,255
112,104,142,141,89,75,127,118,254,0,12,2,0,77,0,57,0,255,0,4,3,7,0,255
101,100,130,141,84,73,116,128,250,11,8,2,0,87,0,50,142,255,0,3,3,8,0,255
132,141,108,103,80,70,112,105,255,41,8,4,1,39,0,96,73,255,0,4,4,8,1,255
98,101,109,110,79,89,102,102,239,0,4,4,0,35,0,79,0,255,0,3,3,8,0,255
105,64,121,101,97,50,114,80,236,0,12,2,0,151,0,216,0,255,0,3,2,7,0,255
113,107,124,135,74,46,115,118,255,14,11,3,1,77,0,102,0,255,0,4,3,8,1,255
141,156,143,159,119,124,140,152,255,0,8,2,0,107,0,160,0,255,0,4,5,8,0,255
107,108,133,127,70,62,118,116,255,7,4,5,1,30,0,127,160,255,0,3,3,8,0,255
65,44,80,65,26,10,69,52,254,15,16,3,1,68,0,231,0,255,0,2,1,8,0,255
121,129,133,129,86,98,124,125,249,0,7,4,0,30,0,128,0,255,0,4,4,8,0,255
117,117,128,131,46,34,115,114,231,19,5,2,0,76,0,87,199,255,0,4,4,8,0,255
158,177,149,152,57,38,141,147,247,2,9,2,0,72,0,253,225,255,0,5,6,8,0,255
110,102,134,142,89,76,122,128,255,16,6,2,0,69,0,55,116,255,0,3,3,8,1,255
104,109,127,134,93,78,116,122,244,6,6,3,0,60,0,74,96,255,0,3,3,8,0,255
78,70,105,105,23,13,88,89,222,11,3,3,0,46,0,63,11,255,0,2,2,7,0,255
94,86,111,105,53,47,99,96,238,5,8,3,0,55,0,77,173,255,0,3,3,8,0,255
104,111,117,136,87,76,110,116,218,0,6,2,0,90,0,130,255,255,0,3,3,8,0,255
134,109,139,111,49,20,127,100,255,12,12,2,1,99,0,241,148,255,0,4,3,8,1,255
110,121,142,145,81,100,125,132,238,1,6,4,0,36,0,101,255,255,0,3,4,7,0,255
137,153,144,151,92,81,136,139,245,0,9,2,0,104,0,142,152,255,0,4,5,8,0,255
74,74,107,111,26,9,88,86,241,0,7,3,0,63,0,163,0,255,0,2,2,8,0,255
93,81,94,86,58,36,90,86,238,4,13,2,1,97,0,158,96,255,0,3,2,8,0,255
93,86,119,114,49,38,103,94,243,12,5,3,0,56,0,90,0,255,0,3,3,8,1,255
120,119,136,127,44,32,120,111,249,13,12,3,0,50,0,199,0,255,1,4,4,8,0,255
93,110,134,133,63,48,114,118,254,4,9,3,0,67,0,125,0,255,0,3,3,8,0,255
