RedMean,RedMedian,GreenMean,GreenMedian,BlueMean,BlueMedian,Mean,Median,Maximum,Minimum,Std_Dev,Kurtosis,Skewness,IQR,Entropy,FFT_Mean,FFT_Median,FFT_Maximum,FFT_Minimum,Wave_Mean,Wave_Median,Wave_Maximum,Wave_Minimum,DCT
127,126,106,109,67,25,108,103,255,0,10,3,0,70,0,115,0,255,0,4,4,8,0,255
104,90,96,77,68,42,96,89,253,1,11,2,0,96,0,67,0,255,0,3,3,8,0,255
89,73,69,68,37,32,71,69,224,8,5,3,1,38,0,70,163,255,0,3,2,8,0,255
155,160,121,109,56,32,124,122,249,1,6,2,0,78,0,232,139,255,0,5,5,8,0,255
88,80,78,79,61,61,79,79,206,7,7,2,0,51,0,48,255,255,0,3,3,8,1,255
92,74,82,84,46,39,81,79,230,0,12,4,0,43,0,72,0,255,0,3,2,8,0,255
85,67,64,50,44,30,68,59,248,0,12,4,1,62,0,24,255,255,0,3,2,8,0,255
127,130,109,128,84,97,112,124,255,0,11,2,0,73,0,148,255,255,0,4,4,8,0,255
100,65,84,73,57,36,85,69,255,11,15,4,1,67,0,82,0,255,1,3,2,8,1,255
83,68,67,64,37,15,68,66,242,0,11,3,1,65,0,47,131,255,0,3,2,8,0,255
110,103,101,99,91,90,102,100,245,0,9,2,0,95,0,76,0,255,0,3,3,8,0,255
92,61,73,68,30,22,74,65,224,0,5,3,0,49,0,29,0,255,0,3,2,8,0,255
144,145,131,128,116,103,133,133,255,0,9,2,0,124,0,92,0,255,0,5,5,8,0,255
98,99,87,78,74,39,89,76,244,0,22,2,1,104,0,115,0,255,0,3,3,8,0,255
106,92,93,72,73,53,95,89,254,2,11,2,0,89,0,112,78,255,0,3,3,8,0,255
106,99,67,72,66,64,79,71,228,11,14,3,1,52,0,103,194,255,0,3,3,7,1,255
90,76,69,63,64,50,74,63,219,7,10,3,1,52,0,93,0,255,0,3,2,7,1,255
116,119,86,84,43,21,90,81,233,0,8,2,0,79,0,11,0,255,0,4,4,8,0,255
98,76,72,70,54,27,78,69,237,0,16,3,1,58,0,93,21,255,0,3,2,8,0,255
101,80,74,75,37,25,78,72,253,0,9,3,0,68,0,60,255,255,0,3,3,8,0,255
90,84,68,61,41,32,72,70,200,3,7,3,0,43,0,69,100,255,0,3,3,8,0,255
100,57,66,62,28,19,72,64,188,0,13,2,0,69,0,20,92,255,1,3,2,8,0,255
106,93,94,73,75,59,95,88,255,2,13,2,0,88,0,60,255,255,0,3,3,8,0,255
97,76,87,59,64,44,87,64,240,12,10,2,1,87,0,136,0,255,1,3,2,7,1,255
91,83,79,83,64,69,81,84,212,0,10,3,0,41,0,136,110,255,0,3,3,8,0,255
81,76,58,56,44,35,63,60,217,0,5,3,0,42,0,116,221,255,0,3,3,7,0,255
103,98,80,100,42,44,83,91,239,0,9,3,0,49,0,98,183,255,0,3,3,8,0,255
78,51,63,43,57,39,67,47,255,0,16,4,1,76,0,37,179,255,0,2,2,8,0,255
101,82,69,72,39,33,75,82,234,0,10,2,0,55,0,80,0,255,0,3,3,8,0,255
69,58,70,69,58,52,68,69,233,0,6,3,0,60,0,106,8,255,0,2,2,8,0,255
112,99,96,86,77,76,98,89,255,1,15,3,1,50,0,108,80,255,0,4,3,8,0,255
126,129,119,126,88,87,118,121,255,23,9,3,0,56,0,57,0,255,0,4,4,8,1,255
135,110,92,92,33,27,98,100,229,0,11,2,0,67,0,67,0,255,0,4,3,8,1,255
68,52,61,44,24,12,59,53,252,1,7,5,1,40,0,66,0,255,0,2,2,7,0,255
121,103,88,85,33,18,92,87,249,0,9,2,0,82,0,37,87,255,1,4,3,8,0,255
111,94,94,88,61,39,95,104,247,0,11,2,0,83,0,151,0,255,0,3,3,8,0,255
112,93,102,95,75,62,102,93,229,1,13,2,0,80,0,159,25,255,0,4,3,8,0,255
123,150,91,26,64,5,97,83,253,0,21,2,0,158,0,203,0,255,0,4,5,8,0,255
127,129,102,99,74,67,106,108,255,0,9,4,1,51,0,108,193,255,0,4,4,8,0,255
116,119,96,115,86,92,101,115,250,0,7,2,0,69,0,110,0,255,0,4,4,8,0,255
79,66,67,69,33,22,67,63,220,0,9,3,0,67,0,76,0,255,0,2,2,8,0,255
99,88,77,82,49,26,80,86,238,0,11,3,0,70,0,100,0,255,1,3,3,8,0,255
67,35,60,53,37,24,60,45,197,0,13,2,1,73,0,52,0,255,0,2,1,8,0,255
105,89,103,101,70,54,100,102,255,12,11,2,0,94,0,39,0,255,1,3,3,8,0,255
92,46,82,76,32,24,79,59,228,1,15,3,1,62,0,34,0,255,0,3,2,8,0,255
105,107,85,85,62,50,88,99,225,2,14,2,0,79,0,94,95,255,0,3,3,8,0,255
