RedMean,RedMedian,GreenMean,GreenMedian,BlueMean,BlueMedian,Mean,Median,Maximum,Minimum,Std_Dev,Kurtosis,Skewness,IQR,Entropy,FFT_Mean,FFT_Median,FFT_Maximum,FFT_Minimum,Wave_Mean,Wave_Median,Wave_Maximum,Wave_Minimum,DCT
97,77,103,88,95,63,100,90,251,0,15,2,0,107,0,97,0,255,0,3,3,8,0,255
92,73,78,89,39,32,77,76,244,1,10,4,1,44,0,115,255,255,1,3,2,8,0,255
118,94,131,122,83,63,121,109,255,0,8,3,1,73,0,124,0,255,0,4,3,8,0,255
125,117,123,156,157,217,128,154,252,0,11,3,0,60,0,116,160,255,0,4,4,8,0,255
118,105,113,102,38,24,106,98,255,13,4,3,1,56,0,59,0,255,0,4,3,8,0,255
110,99,118,86,62,43,109,84,252,2,9,2,1,99,0,87,139,255,0,3,3,8,0,255
115,101,113,104,73,69,109,106,255,0,6,3,0,70,0,112,0,255,0,4,3,8,0,255
180,211,96,76,79,90,119,112,254,7,22,2,0,104,0,123,255,255,0,6,7,8,1,255
115,99,120,115,109,96,117,116,255,22,9,2,0,69,0,135,0,255,0,4,3,8,1,255
114,112,86,88,58,51,91,88,255,0,9,3,1,59,0,66,0,255,0,4,4,8,0,255
89,63,56,46,27,16,63,50,231,0,11,3,1,55,0,15,0,255,1,3,2,8,0,255
109,111,97,94,77,61,98,97,253,1,16,2,0,99,0,117,140,255,0,3,3,8,0,255
106,104,95,84,76,59,96,94,255,0,16,2,0,99,0,220,0,255,0,3,3,8,0,255
116,115,111,101,92,74,110,105,255,11,7,3,0,77,0,54,108,255,0,4,3,8,0,255
96,88,91,90,73,68,90,87,243,4,6,3,1,51,0,80,0,255,0,3,3,7,0,255
132,154,68,58,61,49,86,77,251,0,14,4,1,52,0,62,0,255,0,4,5,8,0,255
207,225,180,224,170,224,187,225,240,5,22,3,0,76,0,233,0,255,0,7,7,8,0,255
93,73,98,94,86,77,95,86,255,5,8,5,1,53,0,35,175,255,0,3,2,8,0,255
99,83,94,84,89,77,95,90,252,2,15,3,1,68,0,24,0,255,0,3,3,8,0,255
55,43,63,57,24,7,56,50,252,1,7,4,1,51,0,77,14,255,0,2,1,8,0,255
147,138,108,103,64,60,115,112,255,3,6,4,1,43,0,110,0,255,0,5,4,8,1,255
100,79,110,106,42,22,99,86,255,9,7,3,1,62,0,95,0,255,0,3,3,8,0,255
147,165,128,133,123,125,133,135,244,2,11,2,0,102,0,193,0,255,1,5,5,8,0,255
134,148,115,92,81,45,117,85,253,0,10,2,0,123,0,90,0,255,0,4,5,8,0,255
153,195,77,60,63,29,98,88,254,4,23,3,1,68,0,119,0,255,0,5,6,8,1,255
115,117,85,88,55,44,91,89,255,0,7,3,1,65,0,95,0,255,0,4,4,8,0,255
123,108,105,98,98,90,110,105,255,15,7,3,1,63,0,88,0,255,0,4,4,8,0,255
167,162,87,58,75,41,109,103,251,0,13,2,0,78,0,159,255,255,0,5,5,8,0,255
164,153,91,72,82,48,112,115,247,1,9,2,0,65,0,135,0,255,0,5,5,8,1,255
117,113,112,97,74,47,109,99,255,0,7,2,0,109,0,46,0,255,0,4,4,8,0,255
104,94,81,51,55,15,85,61,255,0,8,3,1,87,0,184,255,255,0,3,3,8,0,255
147,158,94,78,79,56,108,97,255,2,12,2,1,83,0,177,181,255,0,5,5,8,0,255
137,138,107,101,70,59,112,116,254,1,8,3,0,58,0,135,0,255,0,4,4,8,0,255
121,123,115,154,116,120,117,153,255,0,10,2,0,106,0,64,255,255,0,4,4,8,0,255
47,16,46,24,41,10,46,20,239,0,12,3,1,73,0,13,255,255,0,1,1,8,0,255
123,114,117,131,71,57,113,110,254,19,7,3,0,50,0,100,0,255,0,4,4,8,1,255
81,44,62,34,52,8,67,37,254,0,14,3,1,118,0,182,129,255,0,3,1,8,0,255
128,138,105,107,95,89,111,115,255,5,10,2,0,95,0,155,29,255,1,4,4,8,0,255
152,155,141,125,127,128,143,117,253,2,13,2,0,126,0,229,255,255,0,5,5,8,0,255
103,95,83,84,67,61,87,84,251,0,5,3,1,58,0,76,255,255,0,3,3,8,0,255
50,20,42,22,32,8,44,20,238,1,17,4,2,41,0,10,189,255,0,2,1,8,0,255
144,139,98,84,68,47,108,108,245,1,10,3,0,59,0,10,39,255,0,5,4,8,0,255
122,124,113,108,78,43,112,94,255,0,9,2,1,97,0,158,255,255,0,4,4,8,0,255
135,164,78,74,62,48,93,91,255,0,10,3,0,62,0,30,0,255,1,4,5,8,0,255
126,117,110,114,104,115,114,116,244,9,8,2,0,70,0,115,0,255,0,4,4,8,0,255
142,139,135,134,101,62,133,126,254,7,10,2,0,92,0,101,255,255,0,4,4,7,1,255
110,120,98,111,46,35,96,97,255,1,12,3,0,57,0,94,0,255,0,3,4,8,0,255
147,145,128,124,116,105,132,122,255,23,8,3,1,68,0,109,0,255,1,5,5,8,1,255
96,91,114,121,55,50,102,98,255,0,8,3,0,54,0,41,0,255,0,3,3,8,0,255
139,134,114,108,100,84,120,112,252,0,10,3,0,44,0,104,86,255,0,4,4,8,0,255
90,83,90,84,57,42,86,79,255,0,8,3,1,71,0,54,0,255,0,3,3,8,0,255
102,85,87,81,55,42,88,79,254,6,11,3,1,67,0,70,0,255,0,3,3,8,0,255
138,120,102,93,75,60,110,109,255,9,7,3,1,59,0,59,0,255,0,4,4,8,1,255
133,124,100,112,62,67,105,97,250,9,16,4,1,21,0,70,0,255,0,4,4,8,0,255
150,181,98,83,77,56,111,99,253,5,9,2,0,66,0,130,0,255,1,5,6,8,0,255
138,141,145,156,80,71,135,143,254,11,5,2,0,71,0,65,255,255,1,4,4,8,0,255
87,64,71,57,31,9,71,57,248,0,9,3,1,67,0,99,97,255,0,3,2,8,0,255
148,142,92,71,64,37,106,98,245,0,10,3,0,60,0,7,0,255,0,5,4,8,0,255
104,101,98,93,77,65,97,91,255,0,11,4,1,49,0,36,0,255,1,3,3,8,0,255
134,158,109,102,101,89,116,96,249,19,12,2,1,75,0,207,171,255,0,4,5,7,0,255
