RedMean,RedMedian,GreenMean,GreenMedian,BlueMean,BlueMedian,Mean,Median,Maximum,Minimum,Std_Dev,Kurtosis,Skewness,IQR,Entropy,FFT_Mean,FFT_Median,FFT_Maximum,FFT_Minimum,Wave_Mean,Wave_Median,Wave_Maximum,Wave_Minimum,DCT
178,173,135,133,125,122,146,135,255,1,18,2,0,74,0,255,0,255,0,6,5,8,0,255
124,130,81,77,69,56,93,83,217,6,10,2,0,78,0,129,0,255,0,4,4,8,0,255
178,201,146,174,113,130,152,176,255,0,8,3,0,73,0,143,0,255,0,6,6,8,0,255
123,121,108,101,95,92,111,109,245,0,7,4,0,42,0,140,0,255,0,4,4,8,0,255
122,121,97,107,88,96,103,109,223,2,4,3,0,49,0,139,0,255,1,4,4,7,0,255
173,181,165,180,160,183,167,181,244,19,8,4,0,49,0,171,0,255,0,5,6,8,1,255
123,118,106,108,103,105,111,111,235,22,7,5,0,20,0,126,165,255,0,4,4,7,1,255
208,238,169,218,144,183,178,220,253,15,18,2,0,100,0,238,0,255,0,7,7,8,1,255
161,172,136,162,135,164,143,162,242,1,12,2,0,105,0,107,0,255,1,5,5,7,0,255
135,140,103,119,98,115,112,120,195,7,8,2,0,67,0,144,8,255,1,4,4,8,1,255
118,103,107,111,68,58,106,101,255,1,14,6,1,22,0,85,0,255,0,4,3,7,0,255
136,128,126,122,126,121,129,123,255,2,9,2,0,91,0,106,67,255,0,4,4,8,1,255
99,71,75,39,72,43,82,42,255,1,18,3,1,117,0,255,136,255,0,3,2,8,0,255
171,138,91,98,37,34,109,113,206,6,10,5,0,26,0,104,0,255,0,5,4,8,1,255
63,26,62,36,48,15,61,31,246,0,17,3,1,64,0,7,152,255,1,2,1,8,0,255
110,111,89,87,70,62,93,93,255,0,9,3,0,74,0,153,122,255,0,3,3,8,0,255
148,153,130,130,122,104,134,134,251,0,12,3,0,69,0,82,0,255,0,5,5,8,0,255
166,159,155,148,159,158,159,147,255,0,9,2,0,130,0,56,0,255,0,5,5,8,0,255
197,208,171,196,161,191,177,196,248,10,11,2,0,82,0,149,0,255,0,6,6,8,1,255
152,156,119,84,46,11,120,91,255,0,11,2,0,135,0,114,196,255,1,5,5,8,0,255
163,173,137,162,136,165,145,163,245,3,13,2,0,111,0,91,192,255,0,5,5,7,0,255
98,71,118,129,38,17,103,100,226,1,5,4,1,36,0,26,0,255,0,3,2,8,0,255
169,171,151,179,134,152,155,172,227,1,13,3,0,69,0,164,0,255,0,5,5,8,0,255
154,152,119,121,103,106,128,125,255,2,6,4,0,41,0,120,107,255,0,5,5,8,1,255
110,99,67,50,45,38,77,72,217,2,8,2,0,70,0,95,0,255,0,3,3,8,0,255
151,168,104,132,82,105,116,139,236,14,9,2,0,72,0,190,188,255,0,5,5,7,1,255
115,103,108,109,88,88,107,105,245,4,9,5,1,32,0,68,0,255,0,4,3,8,1,255
178,188,172,192,170,191,174,190,255,3,12,2,0,111,0,232,0,255,0,6,6,8,1,255
127,121,103,115,96,110,110,115,238,0,9,6,0,15,0,116,0,255,0,4,4,8,0,255
131,135,82,116,83,109,97,128,211,2,7,1,0,92,0,139,0,255,0,4,4,8,0,255
112,90,82,77,76,72,90,82,233,3,7,5,1,28,0,91,1,255,0,4,3,8,1,255
144,143,126,132,113,129,130,132,232,0,8,8,0,25,0,136,0,255,0,5,4,8,0,255
153,157,111,120,90,98,121,122,212,12,9,3,0,47,0,118,0,255,0,5,5,8,1,255
143,139,104,96,86,66,114,101,254,6,13,4,1,45,0,142,0,255,0,4,4,8,1,255
153,172,144,183,101,110,142,172,225,13,6,2,0,106,0,120,0,255,0,5,5,7,1,255
167,163,137,129,128,114,145,134,255,0,13,2,0,98,0,236,0,255,0,5,5,8,1,255
153,166,111,84,95,77,122,106,240,0,6,2,0,81,0,168,255,255,0,5,5,7,0,255
140,143,131,148,144,151,135,152,242,8,5,2,0,69,0,141,118,255,0,4,5,8,1,255
154,168,126,136,98,96,131,136,251,1,11,3,0,56,0,148,255,255,0,5,5,8,1,255
181,191,136,160,114,142,147,165,254,10,11,2,0,81,0,205,229,255,0,6,6,8,1,255
166,176,134,130,121,128,142,137,253,4,8,2,0,73,0,129,255,255,1,5,5,8,1,255
106,97,91,89,46,44,90,85,222,7,5,4,0,36,0,125,0,255,0,3,3,8,0,255
148,163,141,192,164,239,146,188,210,6,15,2,0,102,0,160,0,255,0,5,5,8,0,255
130,116,113,126,72,78,114,117,250,3,7,4,0,46,0,99,118,255,0,4,4,8,0,255
156,153,125,140,121,136,134,140,246,9,9,3,0,41,0,143,0,255,0,5,5,7,1,255
134,137,127,135,113,119,128,134,246,22,5,3,0,46,0,105,0,255,1,4,4,8,1,255
147,142,107,115,94,103,118,126,255,36,8,3,0,54,0,149,0,255,0,5,4,8,1,255
134,131,99,93,89,69,108,98,224,0,8,2,0,75,0,161,78,255,0,4,4,8,0,255
137,136,109,98,96,78,116,101,255,1,14,3,1,71,0,162,16,255,0,4,4,8,0,255
158,176,125,124,119,123,134,133,255,6,23,1,0,160,0,223,0,255,0,5,5,8,1,255
114,99,114,92,95,67,112,92,255,11,16,3,1,74,0,67,0,255,0,4,3,8,0,255
97,89,93,101,114,116,97,98,198,0,7,2,0,77,0,1,112,255,1,3,3,7,0,255
111,90,77,69,58,50,85,81,243,0,7,4,1,45,0,89,0,255,0,3,3,8,0,255
169,174,135,154,137,155,145,156,234,1,10,3,0,59,0,184,0,255,0,5,5,7,1,255
130,116,107,103,90,81,112,106,241,5,7,6,1,29,0,92,0,255,0,4,4,7,1,255
136,138,121,126,96,106,122,127,245,9,3,3,0,53,0,131,255,255,1,4,4,8,1,255
121,105,113,93,97,72,113,94,248,40,5,3,1,51,0,71,27,255,0,4,3,7,2,255
151,150,122,127,98,101,128,130,253,4,8,3,0,46,0,107,0,255,0,5,5,8,1,255
104,82,97,85,66,47,95,81,246,5,13,3,1,60,0,65,0,255,1,3,3,8,1,255
157,171,126,146,123,142,135,146,255,0,8,2,0,86,0,173,165,255,0,5,5,8,1,255
144,146,94,78,77,49,107,102,216,0,9,2,0,67,0,107,184,255,0,5,5,8,0,255
150,156,111,125,87,100,120,131,240,0,6,2,0,66,0,181,255,255,0,5,5,8,0,255
89,52,56,49,46,37,64,50,245,4,9,4,1,37,0,60,118,255,0,3,2,8,0,255
122,111,130,141,78,71,122,122,247,0,7,4,0,37,0,108,0,255,0,4,3,8,0,255
110,89,105,106,57,54,101,98,225,12,9,6,2,14,0,79,0,255,0,3,3,8,1,255
155,159,113,120,92,98,123,122,253,11,11,3,0,49,0,192,237,255,0,5,5,8,1,255
141,131,102,116,89,87,112,118,243,4,7,3,0,59,0,152,0,255,0,4,4,8,1,255
116,106,82,84,79,79,92,95,255,0,11,5,1,39,0,99,252,255,0,4,3,8,0,255
135,151,115,117,110,114,121,125,255,0,5,2,0,152,0,30,0,255,0,4,5,8,0,255
134,146,128,148,115,134,128,148,226,1,9,3,0,58,0,147,130,255,0,4,5,8,0,255
184,192,161,185,164,194,168,185,253,12,12,2,0,100,0,223,255,255,1,6,6,8,1,255
145,162,110,106,104,97,120,111,255,0,11,2,0,129,0,253,7,255,0,5,5,8,0,255
174,189,159,175,151,173,163,177,255,1,21,2,0,146,0,238,0,255,0,5,6,8,0,255
114,109,93,98,92,98,99,102,223,20,5,4,0,25,0,138,0,255,1,4,3,7,1,255
