RedMean,RedMedian,GreenMean,GreenMedian,BlueMean,BlueMedian,Mean,Median,Maximum,Minimum,Std_Dev,Kurtosis,Skewness,IQR,Entropy,FFT_Mean,FFT_Median,FFT_Maximum,FFT_Minimum,Wave_Mean,Wave_Median,Wave_Maximum,Wave_Minimum,DCT
118,85,123,100,102,68,119,90,253,0,12,2,1,121,0,234,0,255,0,4,3,8,1,255
141,140,177,203,183,234,167,190,243,4,15,5,0,33,0,136,208,255,0,4,4,8,0,255
104,121,127,125,146,145,122,126,249,4,19,2,0,89,0,28,0,255,0,3,4,8,0,255
118,101,132,162,103,103,125,152,241,0,10,2,0,104,0,88,90,255,0,4,3,8,0,255
148,152,151,150,124,121,147,143,234,7,7,2,0,64,0,105,27,255,0,5,5,8,1,255
100,97,113,108,75,62,105,99,254,0,7,3,0,60,0,94,0,255,1,3,3,8,0,255
137,140,151,143,132,134,144,141,247,6,9,2,0,76,0,133,0,255,0,4,4,8,1,255
179,168,189,191,159,114,182,176,255,50,18,2,0,126,0,255,0,255,0,6,5,8,2,255
99,92,112,104,82,72,105,97,255,16,8,2,0,84,0,154,60,255,0,3,3,8,1,255
127,147,141,175,141,201,137,169,239,1,8,2,0,86,0,145,0,255,0,4,5,8,0,255
116,114,110,112,66,61,107,107,219,11,9,3,0,48,0,86,48,255,0,4,4,7,1,255
114,100,125,108,88,74,117,103,255,0,13,2,0,139,0,223,0,255,0,4,3,8,0,255
87,52,85,59,36,14,80,51,239,1,16,2,1,92,0,33,0,255,0,3,2,8,0,255
149,140,166,150,143,92,158,139,255,0,19,3,0,71,0,174,142,255,0,5,4,8,0,255
159,173,177,198,183,238,172,195,234,11,12,5,0,37,0,176,0,255,0,5,5,8,1,255
